,Puntaje
5396,45.452209660842755
5397,45.452209660842755
5398,45.452209660842755
5399,45.452209660842755
5400,45.452209660842755
5401,45.452209660842755
5402,45.452209660842755
5403,45.452209660842755
5404,45.452209660842755
5405,45.452209660842755
5414,41.855087358684486
5415,41.855087358684486
5416,41.855087358684486
5417,41.855087358684486
5418,41.855087358684486
5419,41.855087358684486
5420,41.855087358684486
5421,41.855087358684486
5422,41.855087358684486
5423,41.855087358684486
5424,41.855087358684486
5425,41.855087358684486
5426,41.855087358684486
5427,41.855087358684486
5428,41.855087358684486
5429,41.855087358684486
5430,41.855087358684486
5431,41.855087358684486
5432,41.855087358684486
5433,41.855087358684486
5434,41.855087358684486
5435,41.855087358684486
5436,41.855087358684486
5437,41.855087358684486
5438,41.855087358684486
5439,41.855087358684486
5440,41.855087358684486
5441,41.855087358684486
5442,41.855087358684486
5443,41.855087358684486
5444,41.855087358684486
5445,41.855087358684486
5446,41.855087358684486
5447,41.855087358684486
5448,41.855087358684486
5449,41.855087358684486
5450,41.855087358684486
5451,41.855087358684486
5452,41.855087358684486
5453,41.855087358684486
5454,41.855087358684486
5455,41.855087358684486
5456,41.855087358684486
5457,41.855087358684486
5458,41.855087358684486
5459,41.855087358684486
5460,41.855087358684486
5461,41.855087358684486
5462,41.855087358684486
5463,41.855087358684486
5467,41.598150051387464
5468,41.598150051387464
5469,41.598150051387464
5470,41.598150051387464
5471,41.598150051387464
5472,41.598150051387464
5473,41.598150051387464
5474,41.598150051387464
5475,41.598150051387464
5476,41.598150051387464
5477,41.598150051387464
5478,41.598150051387464
5479,41.598150051387464
5480,41.598150051387464
5481,41.598150051387464
5482,41.598150051387464
5483,41.598150051387464
5484,41.598150051387464
5485,41.598150051387464
5486,41.598150051387464
5487,41.598150051387464
5488,41.598150051387464
5489,41.598150051387464
5490,41.598150051387464
5491,41.598150051387464
5492,41.598150051387464
5493,41.598150051387464
5494,41.598150051387464
5495,41.598150051387464
5496,41.598150051387464
5497,41.598150051387464
5498,41.598150051387464
5499,41.598150051387464
5500,41.598150051387464
5501,41.598150051387464
5502,41.598150051387464
5503,41.598150051387464
5504,41.598150051387464
5505,41.598150051387464
5506,41.598150051387464
5507,41.598150051387464
5508,41.598150051387464
5509,41.598150051387464
5510,41.598150051387464
5511,41.598150051387464
5512,41.598150051387464
5513,41.598150051387464
5514,41.598150051387464
5515,41.598150051387464
5516,41.598150051387464
5517,41.598150051387464
5518,41.598150051387464
5519,41.598150051387464
5520,41.598150051387464
5521,41.598150051387464
5522,41.598150051387464
5523,41.598150051387464
5524,41.598150051387464
5525,41.598150051387464
5526,41.598150051387464
5527,41.598150051387464
5528,41.598150051387464
5529,41.598150051387464
5530,41.598150051387464
5531,41.598150051387464
5532,41.598150051387464
5533,41.598150051387464
5534,41.598150051387464
5535,41.598150051387464
5536,41.598150051387464
5537,41.598150051387464
5538,41.598150051387464
5539,41.598150051387464
5540,41.598150051387464
5541,41.598150051387464
5542,41.598150051387464
5543,41.598150051387464
5544,41.598150051387464
5545,41.598150051387464
5546,41.598150051387464
5547,41.598150051387464
5548,41.598150051387464
5549,41.598150051387464
5550,41.598150051387464
5551,41.598150051387464
5552,41.598150051387464
5553,41.598150051387464
5554,41.598150051387464
5555,41.598150051387464
5556,41.598150051387464
5557,41.598150051387464
5558,41.598150051387464
5559,41.598150051387464
5560,41.598150051387464
5565,41.54676258992806
5566,41.54676258992806
5567,41.54676258992806
5568,41.54676258992806
5569,41.54676258992806
5570,41.54676258992806
5571,41.54676258992806
5572,41.54676258992806
5573,41.54676258992806
5574,41.54676258992806
5575,41.54676258992806
5576,41.54676258992806
5577,41.54676258992806
5578,41.54676258992806
5579,41.54676258992806
5580,41.54676258992806
5581,41.54676258992806
5582,41.54676258992806
5583,41.54676258992806
5584,41.54676258992806
5585,41.54676258992806
5586,41.54676258992806
5587,41.54676258992806
5588,41.54676258992806
5589,41.54676258992806
5590,41.54676258992806
5591,41.54676258992806
5592,41.54676258992806
5593,41.54676258992806
5594,41.54676258992806
5595,41.54676258992806
5596,41.54676258992806
5597,41.54676258992806
5598,41.54676258992806
5599,41.54676258992806
5600,41.54676258992806
5601,41.54676258992806
5602,41.54676258992806
5603,41.54676258992806
5604,41.54676258992806
5605,41.54676258992806
5606,41.54676258992806
5611,40.339157245632066
5612,40.339157245632066
5613,40.339157245632066
5614,40.339157245632066
5615,40.339157245632066
5616,40.339157245632066
5617,40.339157245632066
5618,40.339157245632066
5619,40.339157245632066
5620,40.339157245632066
5621,40.339157245632066
5622,40.339157245632066
5623,40.339157245632066
5624,40.339157245632066
5625,40.339157245632066
5626,40.339157245632066
5627,40.339157245632066
5628,40.339157245632066
5629,40.339157245632066
5630,40.339157245632066
5631,40.339157245632066
5632,40.339157245632066
5633,40.339157245632066
5634,40.339157245632066
5635,40.339157245632066
5636,40.339157245632066
5637,40.339157245632066
5638,40.339157245632066
5639,40.339157245632066
5640,40.339157245632066
5641,40.339157245632066
5643,40.08221993833505
5644,40.08221993833505
5645,40.08221993833505
5646,40.08221993833505
5647,40.08221993833505
5648,40.08221993833505
5649,40.08221993833505
5650,40.08221993833505
5651,40.08221993833505
5652,40.08221993833505
5653,40.08221993833505
5654,40.08221993833505
5655,40.08221993833505
5656,40.08221993833505
5657,40.08221993833505
5658,40.08221993833505
5659,40.08221993833505
5660,40.08221993833505
5661,40.08221993833505
5662,40.08221993833505
5663,40.08221993833505
5664,40.08221993833505
5665,40.08221993833505
5666,40.08221993833505
5667,40.08221993833505
5668,40.08221993833505
5669,40.08221993833505
5670,40.08221993833505
5671,40.08221993833505
5672,40.08221993833505
5673,40.08221993833505
5674,40.08221993833505
5675,40.08221993833505
5676,40.08221993833505
5677,40.08221993833505
5678,40.08221993833505
5679,40.08221993833505
5680,40.08221993833505
5681,40.08221993833505
5682,40.08221993833505
5683,40.08221993833505
5684,40.08221993833505
5685,40.08221993833505
5686,40.08221993833505
5687,40.08221993833505
5688,40.08221993833505
5689,40.03083247687564
5690,40.03083247687564
5691,40.03083247687564
5692,40.03083247687564
5693,40.03083247687564
5694,40.03083247687564
5695,40.03083247687564
5696,40.03083247687564
5697,40.03083247687564
5698,40.03083247687564
5699,40.03083247687564
5700,40.03083247687564
5701,40.03083247687564
5702,40.03083247687564
5703,40.03083247687564
5704,40.03083247687564
5705,40.03083247687564
5706,40.03083247687564
5707,40.03083247687564
5708,40.03083247687564
5709,40.03083247687564
5710,40.03083247687564
5711,40.03083247687564
5712,40.03083247687564
5713,40.03083247687564
5714,40.03083247687564
5715,40.03083247687564
5716,40.03083247687564
5717,40.03083247687564
5718,40.03083247687564
5719,40.03083247687564
5720,36.485097636176775
5721,36.485097636176775
5722,36.485097636176775
5723,36.485097636176775
5724,36.485097636176775
5725,36.485097636176775
5726,36.485097636176775
5727,36.485097636176775
5728,36.485097636176775
5729,36.485097636176775
5730,36.485097636176775
5731,36.485097636176775
5732,36.485097636176775
5733,36.485097636176775
5734,36.485097636176775
5735,36.485097636176775
5736,36.485097636176775
5737,36.485097636176775
5738,36.485097636176775
5739,36.485097636176775
5740,36.485097636176775
5741,36.485097636176775
5742,36.485097636176775
5743,36.485097636176775
5744,36.485097636176775
5745,36.485097636176775
5746,36.485097636176775
5747,36.485097636176775
5748,36.485097636176775
5749,36.485097636176775
5750,36.485097636176775
5751,36.485097636176775
5752,36.485097636176775
5753,36.485097636176775
5754,36.485097636176775
5755,36.485097636176775
5756,36.485097636176775
5757,36.485097636176775
5758,36.485097636176775
5759,36.485097636176775
5760,36.485097636176775
5761,36.485097636176775
5762,36.485097636176775
5763,36.485097636176775
5764,36.485097636176775
5765,36.485097636176775
5766,36.485097636176775
5767,36.485097636176775
5768,36.485097636176775
5769,36.485097636176775
5770,36.485097636176775
5771,36.485097636176775
5772,36.485097636176775
5773,36.485097636176775
5774,36.485097636176775
5775,36.485097636176775
5776,36.485097636176775
5777,36.485097636176775
5778,36.485097636176775
5779,36.485097636176775
5780,36.485097636176775
5781,36.485097636176775
5782,36.485097636176775
5783,36.485097636176775
5784,36.485097636176775
5785,36.485097636176775
5789,36.43371017471736
5790,36.43371017471736
5791,36.43371017471736
5792,36.43371017471736
5793,36.43371017471736
5794,36.43371017471736
5795,36.43371017471736
5796,36.43371017471736
5797,36.43371017471736
5798,36.43371017471736
5799,36.43371017471736
5800,36.43371017471736
5801,36.43371017471736
5802,36.43371017471736
5803,36.43371017471736
5805,36.17677286742035
5806,36.17677286742035
5807,36.17677286742035
5808,36.17677286742035
5809,36.17677286742035
5810,36.17677286742035
5811,36.17677286742035
5812,36.17677286742035
5813,36.17677286742035
5814,36.17677286742035
5815,36.17677286742035
5816,36.17677286742035
5817,36.17677286742035
5818,36.17677286742035
5819,36.17677286742035
5820,36.17677286742035
5821,36.17677286742035
5822,36.17677286742035
5823,36.17677286742035
5824,36.17677286742035
5825,36.17677286742035
5826,36.17677286742035
5827,36.17677286742035
5829,23.484069886947587
5830,23.484069886947587
5831,23.484069886947587
5832,23.484069886947587
5833,23.484069886947587
5834,23.484069886947587
5835,23.484069886947587
5836,23.484069886947587
5837,23.484069886947587
5838,23.484069886947587
5839,23.484069886947587
5840,23.484069886947587
5841,23.484069886947587
5842,23.484069886947587
5843,23.484069886947587
5844,23.484069886947587
5845,23.484069886947587
5846,23.484069886947587
5847,23.484069886947587
5848,23.484069886947587
5849,23.484069886947587
5850,23.484069886947587
5851,23.484069886947587
5852,23.484069886947587
5853,23.484069886947587
5854,23.484069886947587
5855,23.484069886947587
5856,23.484069886947587
5857,23.484069886947587
5858,23.484069886947587
5859,23.484069886947587
5860,23.484069886947587
5861,23.484069886947587
5862,23.484069886947587
5863,23.484069886947587
5864,23.484069886947587
5865,23.484069886947587
5866,23.484069886947587
5867,23.484069886947587
5868,23.484069886947587
5869,23.484069886947587
5870,23.484069886947587
5871,23.484069886947587
5872,23.484069886947587
5873,23.484069886947587
5874,23.484069886947587
5875,23.484069886947587
5876,23.484069886947587
5877,23.484069886947587
5878,23.484069886947587
5879,23.484069886947587
5880,23.484069886947587
5881,23.484069886947587
5882,23.484069886947587
5883,23.484069886947587
5884,23.484069886947587
5885,23.484069886947587
5886,23.484069886947587
5887,23.484069886947587
5888,23.484069886947587
5889,23.484069886947587
5890,23.484069886947587
5891,23.484069886947587
5892,23.484069886947587
5893,23.484069886947587
5894,23.484069886947587
5895,23.484069886947587
5896,23.484069886947587
5897,23.484069886947587
5898,23.484069886947587
5899,23.484069886947587
5900,23.484069886947587
5901,23.484069886947587
5902,23.484069886947587
5903,23.484069886947587
5904,23.484069886947587
5905,23.484069886947587
5912,21.96813977389517
5913,21.96813977389517
5914,21.96813977389517
5915,21.96813977389517
5916,21.96813977389517
5917,21.96813977389517
5918,21.96813977389517
5919,21.96813977389517
5920,21.96813977389517
5921,21.96813977389517
5922,21.96813977389517
5923,21.96813977389517
5924,21.96813977389517
5925,21.96813977389517
5926,21.96813977389517
5927,21.96813977389517
5928,21.96813977389517
5929,21.96813977389517
5930,21.96813977389517
5931,21.96813977389517
5932,21.96813977389517
5933,21.96813977389517
5934,21.96813977389517
5935,21.96813977389517
5936,21.96813977389517
5937,21.96813977389517
5938,21.96813977389517
5939,21.96813977389517
5940,21.96813977389517
5941,21.96813977389517
5942,21.96813977389517
5943,21.96813977389517
5944,21.96813977389517
5945,21.96813977389517
5946,21.96813977389517
5947,21.96813977389517
5948,21.96813977389517
5949,21.96813977389517
5950,21.96813977389517
5951,21.96813977389517
5952,21.96813977389517
5953,21.96813977389517
5954,21.96813977389517
5955,21.96813977389517
5956,21.96813977389517
5962,18.371017471736895
5963,18.371017471736895
5964,18.371017471736895
5965,18.371017471736895
5966,18.371017471736895
5967,18.371017471736895
5968,18.371017471736895
5969,18.371017471736895
5970,18.371017471736895
5971,18.371017471736895
5972,18.371017471736895
5973,18.371017471736895
5974,18.371017471736895
5975,18.371017471736895
5976,18.371017471736895
5977,18.371017471736895
5978,18.371017471736895
5979,18.371017471736895
5980,18.371017471736895
5981,18.371017471736895
5982,18.371017471736895
5983,18.371017471736895
5984,18.371017471736895
5985,18.371017471736895
5986,18.371017471736895
5987,18.371017471736895
5988,18.371017471736895
5989,18.371017471736895
5990,18.371017471736895
5991,18.371017471736895
5992,18.371017471736895
5993,18.371017471736895
5994,18.371017471736895
5995,18.371017471736895
5996,18.371017471736895
5997,18.371017471736895
6002,18.114080164439876
6003,18.114080164439876
6004,18.114080164439876
6005,18.114080164439876
6006,18.114080164439876
6007,18.114080164439876
6008,18.114080164439876
6009,18.114080164439876
6010,18.114080164439876
6011,18.114080164439876
6012,18.114080164439876
6013,18.114080164439876
6014,18.114080164439876
6015,18.114080164439876
6016,18.114080164439876
6017,18.114080164439876
6018,18.114080164439876
6019,18.114080164439876
6020,18.114080164439876
6021,18.114080164439876
6022,18.114080164439876
6023,18.114080164439876
6024,18.114080164439876
6025,18.114080164439876
6026,18.114080164439876
6027,18.114080164439876
6028,18.114080164439876
6029,18.114080164439876
6030,18.114080164439876
6031,18.114080164439876
6032,18.114080164439876
6033,18.114080164439876
6034,18.114080164439876
6035,18.114080164439876
6036,18.114080164439876
6037,18.114080164439876
6038,18.114080164439876
6039,18.114080164439876
6040,18.114080164439876
6041,18.114080164439876
6042,18.114080164439876
6043,18.114080164439876
6044,18.114080164439876
6045,18.114080164439876
6046,18.114080164439876
6047,18.114080164439876
6048,18.114080164439876
6049,18.114080164439876
6050,18.114080164439876
6051,18.114080164439876
6052,18.114080164439876
6053,18.114080164439876
6054,18.114080164439876
6055,18.114080164439876
6056,18.114080164439876
6057,18.114080164439876
6058,18.114080164439876
6059,18.114080164439876
6060,18.114080164439876
6061,18.114080164439876
6062,18.114080164439876
6063,18.114080164439876
6064,18.114080164439876
6065,18.114080164439876
6066,18.114080164439876
6067,18.114080164439876
6068,18.114080164439876
6069,18.114080164439876
6070,18.114080164439876
6071,18.114080164439876
6072,18.114080164439876
6073,18.114080164439876
6074,18.114080164439876
6075,18.114080164439876
6076,18.114080164439876
6077,18.114080164439876
6078,18.114080164439876
6079,18.114080164439876
6080,18.114080164439876
6081,18.114080164439876
6082,18.114080164439876
6083,18.114080164439876
6084,18.114080164439876
6085,18.114080164439876
6086,18.114080164439876
6087,18.114080164439876
6088,18.114080164439876
6089,18.114080164439876
6090,18.114080164439876
6091,18.114080164439876
6092,18.114080164439876
6093,18.114080164439876
6094,18.114080164439876
6095,18.114080164439876
6096,18.114080164439876
6107,18.062692702980474
6108,18.062692702980474
6109,18.062692702980474
6110,18.062692702980474
6111,18.062692702980474
6112,18.062692702980474
6113,18.062692702980474
6114,18.062692702980474
6115,18.062692702980474
6116,18.062692702980474
6117,18.062692702980474
6118,18.062692702980474
6119,18.062692702980474
6120,18.062692702980474
6121,18.062692702980474
6122,18.062692702980474
6123,18.062692702980474
6124,18.062692702980474
6125,18.062692702980474
6126,18.062692702980474
6127,18.062692702980474
6128,18.062692702980474
6129,18.062692702980474
6130,18.062692702980474
6131,18.062692702980474
6132,18.062692702980474
6133,18.062692702980474
6134,18.062692702980474
6135,18.062692702980474
6136,18.062692702980474
6137,18.062692702980474
6138,18.062692702980474
6139,18.062692702980474
6140,18.062692702980474
6141,18.062692702980474
6142,18.062692702980474
6143,18.062692702980474
